cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength,w_c,binder,w_b,agg_ratio
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,14,21.504756439999998,0.9350142825752583,349.22,0.4874004925262012,0.736879365678686
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,28,31.2677366,0.9350142825752583,349.22,0.4874004925262012,0.736879365678686
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,56,43.49904084,0.9350142825752583,349.22,0.4874004925262012,0.736879365678686
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100,48.67011084,0.9350142825752583,349.22,0.4874004925262012,0.736879365678686
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,3,7.3980774799999995,0.9375296068214117,335.35,0.47213359176979275,0.7366302738712065
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14,23.5111316,0.9375296068214117,335.35,0.47213359176979275,0.7366302738712065
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,28,31.11605188,0.9375296068214117,335.35,0.47213359176979275,0.7366302738712065
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,56,39.14844728,0.9375296068214117,335.35,0.47213359176979275,0.7366302738712065
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,100,48.15300384,0.9375296068214117,335.35,0.47213359176979275,0.7366302738712065
290.35,0.0,96.18,168.08,9.41,961.18,865.0,3,22.50449664,0.5788875495092131,386.53000000000003,0.4348433498046723,0.8999354959528912
290.35,0.0,96.18,168.08,9.41,961.18,865.0,14,34.67374804,0.5788875495092131,386.53000000000003,0.4348433498046723,0.8999354959528912
290.35,0.0,96.18,168.08,9.41,961.18,865.0,28,34.73580088,0.5788875495092131,386.53000000000003,0.4348433498046723,0.8999354959528912
290.35,0.0,96.18,168.08,9.41,961.18,865.0,56,45.08483564,0.5788875495092131,386.53000000000003,0.4348433498046723,0.8999354959528912
290.35,0.0,96.18,168.08,9.41,961.18,865.0,100,48.97348028,0.5788875495092131,386.53000000000003,0.4348433498046723,0.8999354959528912
277.05,0.0,97.39,160.6,11.83,973.9,875.61,3,23.13881456,0.5796787583468688,374.44,0.4289071680376028,0.8990758804805422
277.05,0.0,97.39,160.6,11.83,973.9,875.61,14,41.885667,0.5796787583468688,374.44,0.4289071680376028,0.8990758804805422
277.05,0.0,97.39,160.6,11.83,973.9,875.61,28,48.28400428,0.5796787583468688,374.44,0.4289071680376028,0.8990758804805422
277.05,0.0,97.39,160.6,11.83,973.9,875.61,56,51.03501352,0.5796787583468688,374.44,0.4289071680376028,0.8990758804805422
277.05,0.0,97.39,160.6,11.83,973.9,875.61,100,55.6407132,0.5796787583468688,374.44,0.4289071680376028,0.8990758804805422
295.71,0.0,95.64,171.54,8.87,955.14,859.2,3,22.94576128,0.5800953637009232,391.34999999999997,0.43832886163280954,0.89955399208493
295.71,0.0,95.64,171.54,8.87,955.14,859.2,14,35.2322236,0.5800953637009232,391.34999999999997,0.43832886163280954,0.89955399208493
295.71,0.0,95.64,171.54,8.87,955.14,859.2,28,39.94134468,0.5800953637009232,391.34999999999997,0.43832886163280954,0.89955399208493
295.71,0.0,95.64,171.54,8.87,955.14,859.2,56,48.718374159999996,0.5800953637009232,391.34999999999997,0.43832886163280954,0.89955399208493
295.71,0.0,95.64,171.54,8.87,955.14,859.2,100,52.04164848,0.5800953637009232,391.34999999999997,0.43832886163280954,0.89955399208493
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,3,21.02212324,0.5803582065843294,351.75,0.4154655294953802,0.8943936381709742
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,14,33.35684888,0.5803582065843294,351.75,0.4154655294953802,0.8943936381709742
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,28,33.94290348,0.5803582065843294,351.75,0.4154655294953802,0.8943936381709742
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,56,44.14025352,0.5803582065843294,351.75,0.4154655294953802,0.8943936381709742
251.81,0.0,99.94,146.14,12.35,1006.0,899.76,100,45.3675208,0.5803582065843294,351.75,0.4154655294953802,0.8943936381709742
249.1,0.0,98.75,158.11,12.8,987.76,889.01,3,15.361525279999999,0.6347250100361301,347.85,0.4545350007187006,0.9000263221835264
249.1,0.0,98.75,158.11,12.8,987.76,889.01,14,28.6822016,0.6347250100361301,347.85,0.4545350007187006,0.9000263221835264
249.1,0.0,98.75,158.11,12.8,987.76,889.01,28,30.84715624,0.6347250100361301,347.85,0.4545350007187006,0.9000263221835264
249.1,0.0,98.75,158.11,12.8,987.76,889.01,56,42.030456959999995,0.6347250100361301,347.85,0.4545350007187006,0.9000263221835264
249.1,0.0,98.75,158.11,12.8,987.76,889.01,100,51.0556978,0.6347250100361301,347.85,0.4545350007187006,0.9000263221835264
252.31,0.0,98.75,146.25,14.17,987.76,889.01,3,21.78054684,0.5796440886211407,351.06,0.4165954537685866,0.9000263221835264
252.31,0.0,98.75,146.25,14.17,987.76,889.01,14,42.29245784,0.5796440886211407,351.06,0.4165954537685866,0.9000263221835264
252.31,0.0,98.75,146.25,14.17,987.76,889.01,28,50.60064364,0.5796440886211407,351.06,0.4165954537685866,0.9000263221835264
252.31,0.0,98.75,146.25,14.17,987.76,889.01,56,55.82687172,0.5796440886211407,351.06,0.4165954537685866,0.9000263221835264
252.31,0.0,98.75,146.25,14.17,987.76,889.01,100,60.949678399999996,0.5796440886211407,351.06,0.4165954537685866,0.9000263221835264
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,3,23.52492112,0.5805615200745452,371.91,0.3853082735070313,0.7369249171880751
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,14,42.21661548,0.5805615200745452,371.91,0.3853082735070313,0.7369249171880751
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,28,52.5035974,0.5805615200745452,371.91,0.3853082735070313,0.7369249171880751
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,56,60.32225524,0.5805615200745452,371.91,0.3853082735070313,0.7369249171880751
246.83,0.0,125.08,143.3,11.99,1086.8,800.89,100,66.42411784,0.5805615200745452,371.91,0.3853082735070313,0.7369249171880751
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,3,23.80071152,0.5797796924419238,396.41999999999996,0.40230059028303317,0.7379460895975704
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,14,38.76923548,0.5797796924419238,396.41999999999996,0.40230059028303317,0.7379460895975704
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,28,51.331488199999995,0.5797796924419238,396.41999999999996,0.40230059028303317,0.7379460895975704
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,56,56.847296199999995,0.5797796924419238,396.41999999999996,0.40230059028303317,0.7379460895975704
275.07,0.0,121.35,159.48,9.9,1053.6,777.5,100,58.60546,0.5797796924419238,396.41999999999996,0.40230059028303317,0.7379460895975704
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,3,21.91154728,0.5882352941176471,414.70000000000005,0.4215095249578008,0.7366542823621433
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,14,36.990387399999996,0.5882352941176471,414.70000000000005,0.4215095249578008,0.7366542823621433
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,28,47.401475,0.5882352941176471,414.70000000000005,0.4215095249578008,0.7366542823621433
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,56,51.95891136,0.5882352941176471,414.70000000000005,0.4215095249578008,0.7366542823621433
297.16,0.0,117.54,174.8,9.52,1022.8,753.45,100,56.7438748,0.5882352941176471,414.70000000000005,0.4215095249578008,0.7366542823621433
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,3,17.57474324,0.7241976232806212,388.48,0.398450370675453,0.7369245372567632
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,14,33.72916592,0.7241976232806212,388.48,0.398450370675453,0.7369245372567632
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,28,40.14818748,0.7241976232806212,388.48,0.398450370675453,0.7369245372567632
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,56,46.6430514,0.7241976232806212,388.48,0.398450370675453,0.7369245372567632
213.74,0.0,174.74,154.79,10.16,1053.5,776.35,100,50.07664188,0.7241976232806212,388.48,0.398450370675453,0.7369245372567632
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,3,17.36790044,0.724168618266979,387.74,0.39874658276164443,0.7369381355126865
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,14,33.70158688,0.724168618266979,387.74,0.39874658276164443,0.7369381355126865
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,28,45.939785879999995,0.724168618266979,387.74,0.39874658276164443,0.7369381355126865
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,56,51.4349096,0.724168618266979,387.74,0.39874658276164443,0.7369381355126865
213.5,0.0,174.24,154.61,11.66,1052.3,775.48,100,59.30183076,0.724168618266979,387.74,0.39874658276164443,0.7369381355126865
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,3,30.44726016,0.5797467441105378,399.46999999999997,0.4022830250081358,0.7369878496750495
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,14,47.7117392,0.5797467441105378,399.46999999999997,0.4022830250081358,0.7369878496750495
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28,63.14221208,0.5797467441105378,399.46999999999997,0.4022830250081358,0.7369878496750495
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,56,66.82401392,0.5797467441105378,399.46999999999997,0.4022830250081358,0.7369878496750495
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,100,66.9481196,0.5797467441105378,399.46999999999997,0.4022830250081358,0.7369878496750495
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3,27.42046052,0.6449617376162764,396.65,0.3548468423042985,0.7368876080691642
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,14,35.9561734,0.6449617376162764,396.65,0.3548468423042985,0.7368876080691642
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28,55.50971276,0.6449617376162764,396.65,0.3548468423042985,0.7368876080691642
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56,61.99078716,0.6449617376162764,396.65,0.3548468423042985,0.7368876080691642
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100,63.528318639999995,0.6449617376162764,396.65,0.3548468423042985,0.7368876080691642
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,3,18.01600788,0.7241973010702653,390.59,0.39844850098568835,0.7695750764073747
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,14,38.60376124,0.7241973010702653,390.59,0.39844850098568835,0.7695750764073747
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,28,52.20022796,0.7241973010702653,390.59,0.39844850098568835,0.7695750764073747
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56,53.95839176,0.7241973010702653,390.59,0.39844850098568835,0.7695750764073747
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,100,56.63355864,0.7241973010702653,390.59,0.39844850098568835,0.7695750764073747
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,3,15.340841,0.7241946538725155,342.98,0.4620969152720275,0.736914804857699
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,14,26.04840328,0.7241946538725155,342.98,0.4620969152720275,0.736914804857699
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,28,30.219733079999997,0.7241946538725155,342.98,0.4620969152720275,0.736914804857699
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,56,37.2661778,0.7241946538725155,342.98,0.4620969152720275,0.736914804857699
218.85,0.0,124.13,158.49,11.33,1078.7,794.91,100,46.2293658,0.7241946538725155,342.98,0.4620969152720275,0.736914804857699
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,3,16.27852836,0.5707446808510638,376.0,0.5707446808510638,0.7597010463378177
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,14,25.62092816,0.5707446808510638,376.0,0.5707446808510638,0.7597010463378177
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,28,31.971002119999998,0.5707446808510638,376.0,0.5707446808510638,0.7597010463378177
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,56,36.3009114,0.5707446808510638,376.0,0.5707446808510638,0.7597010463378177
376.0,0.0,0.0,214.6,0.0,1003.5,762.36,100,43.0577762,0.5707446808510638,376.0,0.5707446808510638,0.7597010463378177
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.568648,0.28,500.0,0.28,0.8830227743271222
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.226507999999995,0.29894736842105263,534.0,0.26591760299625467,0.5837887067395264
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.0178466,0.38613861386138615,565.0,0.34513274336283184,0.6116504854368932
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.36856,0.313953488372093,516.0,0.313953488372093,1.0012484394506866
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.280886679999995,0.3269230769230769,520.0,0.3269230769230769,1.0
528.0,0.0,0.0,185.0,6.86,920.0,720.0,28,56.83350668,0.3503787878787879,528.0,0.3503787878787879,0.782608695652174
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.021224,0.33653846153846156,520.0,0.33653846153846156,0.9252873563218391
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55108132,0.4103896103896104,521.0,0.30326295585412666,0.8504983388704319
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13335876,0.3999200159968006,500.1,0.3999200159968006,0.5453575240128068
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.37597436,0.44434570095534326,500.1,0.3999200159968006,0.5453575240128068
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.647607959999995,0.42065491183879095,572.2,0.2918559944075498,0.6546018614270941
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.27736932,0.5015015015015015,513.5,0.3252190847127556,0.6546184738955824
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.32641204,0.5658682634730539,509.6,0.37087912087912084,0.6546018614270941
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.30364936,0.43209876543209874,405.0,0.43209876543209874,0.6205357142857143
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.249270679999995,0.95,400.0,0.475,0.5764192139737991
516.0,0.0,0.0,162.0,8.26,801.0,802.0,28,41.36856,0.313953488372093,516.0,0.313953488372093,1.0012484394506866
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.15794004,1.2689655172413794,380.0,0.4842105263157895,1.056422569027611
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.39665864,1.1375,410.0,0.44390243902439025,1.066747572815534
234.0,156.0,0.0,189.0,5.85,981.0,760.0,28,39.300132,0.8076923076923077,390.0,0.4846153846153846,0.7747196738022426
250.0,180.0,95.0,159.0,9.45,860.0,800.0,28,67.86512268,0.636,525.0,0.3028571428571429,0.9302325581395349
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.522722879999996,0.3410526315789474,475.0,0.3410526315789474,0.6340996168582376
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.57917996,0.5719298245614035,475.0,0.3431578947368421,0.6644034917555771
356.0,119.0,0.0,160.0,9.03,1061.0,657.0,28,58.99846132,0.449438202247191,475.0,0.3368421052631579,0.6192271442035815
275.0,180.0,120.0,162.0,10.35,830.0,765.0,28,76.23536132,0.5890909090909091,575.0,0.2817391304347826,0.9216867469879518
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.83702404,0.302,500.0,0.302,0.6340755082284608
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,3,14.39625888,0.9927878787878788,308.59000000000003,0.5308337924106419,0.8958830548926013
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,3,19.41564416,1.060969696969697,425.6,0.4113251879699248,0.7422946907933984
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3,20.72564856,1.0107285288996237,426.43000000000006,0.42196843561663105,0.7413878685595156
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3,14.94094492,1.0484613086345982,425.87,0.4120036630896753,0.7419258670376628
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,3,21.29101888,0.9093862397029817,358.36,0.4374372139747739,0.8510384577163868
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,3,23.07676172,0.9494641004955631,397.12,0.41491236905721196,0.7886106141920095
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,3,15.520104759999999,0.9822155688622755,409.4,0.4006595017098193,0.7645190112181078
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,3,15.81657944,0.9915424889246879,427.08000000000004,0.4035309543879367,0.7412629070691025
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,3,12.5484632,0.8753283597772408,315.52,0.5280489350912779,0.7404077849860983
250.0,0.0,95.69,191.84,5.33,948.9,857.2,3,8.48744956,0.76736,345.69,0.5549480748647633,0.9033617873327011
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,3,15.60973664,0.7457142857142858,387.74,0.4106102027131583,0.7396512073591415
194.68,0.0,100.52,170.17,7.48,998.0,901.8,3,12.17614616,0.8741010889665091,295.2,0.5764566395663956,0.9036072144288577
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,3,11.98309288,0.76755380514779,369.64,0.5219673195541609,0.7227865082407052
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,14,16.87837248,0.9927878787878788,308.59000000000003,0.5308337924106419,0.8958830548926013
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,14,33.08795324,1.060969696969697,425.6,0.4113251879699248,0.7422946907933984
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,14,34.23937816,1.0107285288996237,426.43000000000006,0.42196843561663105,0.7413878685595156
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14,31.812422639999998,1.0484613086345982,425.87,0.4120036630896753,0.7419258670376628
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,14,29.7508894,0.9093862397029817,358.36,0.4374372139747739,0.8510384577163868
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14,33.00521612,0.9494641004955631,397.12,0.41491236905721196,0.7886106141920095
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,14,32.90179472,0.9822155688622755,409.4,0.4006595017098193,0.7645190112181078
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,14,29.55094136,0.9915424889246879,427.08000000000004,0.4035309543879367,0.7412629070691025
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,14,19.41564416,0.8753283597772408,315.52,0.5280489350912779,0.7404077849860983
250.0,0.0,95.69,191.84,5.33,948.9,857.2,14,24.65566176,0.76736,345.69,0.5549480748647633,0.9033617873327011
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,14,29.592309919999998,0.7457142857142858,387.74,0.4106102027131583,0.7396512073591415
194.68,0.0,100.52,170.17,7.48,998.0,901.8,14,24.28334472,0.8741010889665091,295.2,0.5764566395663956,0.9036072144288577
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,14,20.72564856,0.76755380514779,369.64,0.5219673195541609,0.7227865082407052
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,28,26.200088,0.9927878787878788,308.59000000000003,0.5308337924106419,0.8958830548926013
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,28,46.38794528,1.060969696969697,425.6,0.4113251879699248,0.7422946907933984
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28,39.1622368,1.0107285288996237,426.43000000000006,0.42196843561663105,0.7413878685595156
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28,41.20308576,1.0484613086345982,425.87,0.4120036630896753,0.7419258670376628
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28,33.68779736,0.9093862397029817,358.36,0.4374372139747739,0.8510384577163868
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,28,38.20386516,0.9494641004955631,397.12,0.41491236905721196,0.7886106141920095
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,28,41.40992856,0.9822155688622755,409.4,0.4006595017098193,0.7645190112181078
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,28,37.810863839999996,0.9915424889246879,427.08000000000004,0.4035309543879367,0.7412629070691025
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,28,24.84871504,0.8753283597772408,315.52,0.5280489350912779,0.7404077849860983
250.0,0.0,95.69,191.84,5.33,948.9,857.2,28,27.22051248,0.76736,345.69,0.5549480748647633,0.9033617873327011
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,28,44.63667624,0.7457142857142858,387.74,0.4106102027131583,0.7396512073591415
194.68,0.0,100.52,170.17,7.48,998.0,901.8,28,37.2661778,0.8741010889665091,295.2,0.5764566395663956,0.9036072144288577
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,28,33.27411176,0.76755380514779,369.64,0.5219673195541609,0.7227865082407052
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,56,36.56291228,0.9927878787878788,308.59000000000003,0.5308337924106419,0.8958830548926013
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,56,53.72396992,1.060969696969697,425.6,0.4113251879699248,0.7422946907933984
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56,48.587373719999995,1.0107285288996237,426.43000000000006,0.42196843561663105,0.7413878685595156
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,56,51.72448952,1.0484613086345982,425.87,0.4120036630896753,0.7419258670376628
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,56,35.852751999999995,0.9093862397029817,358.36,0.4374372139747739,0.8510384577163868
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,56,53.77223324,0.9494641004955631,397.12,0.41491236905721196,0.7886106141920095
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,56,53.46196904,0.9822155688622755,409.4,0.4006595017098193,0.7645190112181078
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56,48.9872698,0.9915424889246879,427.08000000000004,0.4035309543879367,0.7412629070691025
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,56,31.715896,0.8753283597772408,315.52,0.5280489350912779,0.7404077849860983
250.0,0.0,95.69,191.84,5.33,948.9,857.2,56,39.64487,0.76736,345.69,0.5549480748647633,0.9033617873327011
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,56,51.25564584,0.7457142857142858,387.74,0.4106102027131583,0.7396512073591415
194.68,0.0,100.52,170.17,7.48,998.0,901.8,56,43.388724679999996,0.8741010889665091,295.2,0.5764566395663956,0.9036072144288577
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,56,39.2656582,0.76755380514779,369.64,0.5219673195541609,0.7227865082407052
165.0,0.02,143.57,163.81,0.0,1005.6,900.9,100,37.9556538,0.9927878787878788,308.59000000000003,0.5308337924106419,0.8958830548926013
165.0,128.5,132.1,175.06,8.08,1005.8,746.6,100,55.020184799999996,1.060969696969697,425.6,0.4113251879699248,0.7422946907933984
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,100,49.99390476,1.0107285288996237,426.43000000000006,0.42196843561663105,0.7413878685595156
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,100,53.65502232,1.0484613086345982,425.87,0.4120036630896753,0.7419258670376628
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100,37.6798634,0.9093862397029817,358.36,0.4374372139747739,0.8510384577163868
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,100,56.061293559999996,0.9494641004955631,397.12,0.41491236905721196,0.7886106141920095
167.0,75.4,167.0,164.03,7.91,1007.3,770.1,100,56.8128224,0.9822155688622755,409.4,0.4006595017098193,0.7645190112181078
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,100,50.93848688,0.9915424889246879,427.08000000000004,0.4035309543879367,0.7412629070691025
190.34,0.0,125.18,166.61,9.88,1079.0,798.9,100,33.56369168,0.8753283597772408,315.52,0.5280489350912779,0.7404077849860983
250.0,0.0,95.69,191.84,5.33,948.9,857.2,100,41.1617172,0.76736,345.69,0.5549480748647633,0.9033617873327011
213.5,0.0,174.24,159.21,11.66,1043.6,771.9,100,52.95865156,0.7457142857142858,387.74,0.4106102027131583,0.7396512073591415
194.68,0.0,100.52,170.17,7.48,998.0,901.8,100,44.27814872,0.8741010889665091,295.2,0.5764566395663956,0.9036072144288577
251.37,0.0,118.27,192.94,5.75,1043.6,754.3,100,40.14818748,0.76755380514779,369.64,0.5219673195541609,0.7227865082407052
446.0,24.0,79.0,162.0,11.61,967.0,712.0,28,57.02655996,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28,44.42293868,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.64,967.0,712.0,28,51.021224,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.38612668,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.61,967.0,712.0,3,35.36322404,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,25.021084039999998,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.64,967.0,712.0,3,23.34565736,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.61,967.0,712.0,7,52.00717468,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7,38.01770664,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.64,967.0,712.0,7,39.300132,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.61,967.0,712.0,56,61.06688932,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56,56.14403068,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,11.64,967.0,712.0,56,55.25460664,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.765078679999995,0.3632286995515695,549.0,0.29508196721311475,0.7362978283350569
387.0,20.0,94.0,157.0,14.32,938.0,845.0,28,50.23522136,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
387.0,20.0,94.0,157.0,13.93,938.0,845.0,28,46.68441996,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
387.0,20.0,94.0,157.0,11.61,938.0,845.0,28,46.68441996,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
387.0,20.0,94.0,157.0,14.32,938.0,845.0,3,22.752708,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
387.0,20.0,94.0,157.0,13.93,938.0,845.0,3,25.510612,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
387.0,20.0,94.0,157.0,11.61,938.0,845.0,3,34.77027468,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
387.0,20.0,94.0,157.0,14.32,938.0,845.0,7,36.83870268,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
387.0,20.0,94.0,157.0,13.93,938.0,845.0,7,45.89841732,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
387.0,20.0,94.0,157.0,11.61,938.0,845.0,7,41.66503468,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
387.0,20.0,94.0,157.0,14.32,938.0,845.0,56,56.33708396,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
387.0,20.0,94.0,157.0,13.93,938.0,845.0,56,47.96684532,0.40568475452196384,501.0,0.313373253493014,0.9008528784648188
